subject_id	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-vessel	Left-choroid-plexus	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-vessel	Right-choroid-plexus	5th-Ventricle	WM-hypointensities	Left-WM-hypointensities	Right-WM-hypointensities	non-WM-hypointensities	Left-non-WM-hypointensities	Right-non-WM-hypointensities	Optic-Chiasm	CC_Posterior	CC_Mid_Posterior	CC_Central	CC_Mid_Anterior	CC_Anterior	BrainSegVol	BrainSegVolNotVent	lhCortexVol	rhCortexVol	CortexVol	lhCerebralWhiteMatterVol	rhCerebralWhiteMatterVol	CerebralWhiteMatterVol	SubCortGrayVol	TotalGrayVol	SupraTentorialVol	SupraTentorialVolNotVent	MaskVol	BrainSegVol-to-eTIV	MaskVol-to-eTIV	lhSurfaceHoles	rhSurfaceHoles	SurfaceHoles	EstimatedTotalIntraCranialVol	SegmentedTotalIntracranialVol
sub-8387093	7352.5	450.2	13023.3	54638.6	8068.0	4270.4	5746.8	1739.8	815.8	2831.1	18838.1	4369.9	1875.7	303159.8	684.3	4255.9	0.0	0.0	7067.1	453.4	13012.0	55612.5	7689.0	4531.2	5595.1	1755.7	4454.9	1917.2	746.2	4321.4	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	842.2	464.4	594.4	586.6	805.7	1555227.0	1229006.0	284420.212441	286900.670615	571320.883056	235672.5	237256.5	472929.0	64111.0	749126.883056	1416558.0	1090337.0	1671351.0	0.914107	0.98236	13.0	4.0	17.0	1701362.261925	0.0
sub-4084645	3262.2	451.9	13395.8	51422.2	6653.0	4322.0	5691.0	1665.5	596.0	1783.7	15995.1	3464.5	1224.7	211133.9	607.9	3115.3	0.0	0.0	2979.3	393.2	13521.3	51019.5	6543.9	4466.9	5509.6	1599.7	3645.3	1401.9	647.6	3068.5	0.0	0.0	0.0	3.1	0.0	0.0	0.0	0.0	0.0	0.0	850.4	506.8	523.7	564.3	772.9	1176489.0	952315.0	227974.586331	219328.610216	447303.196546	170851.0	168957.0	339808.0	55156.0	608416.196546	1044781.0	820607.0	1292628.0	0.900364	0.989245	54.0	48.0	102.0	1306681.008353	0.0
sub-0010069	5430.5	681.1	16942.4	63117.5	8503.8	4345.0	6176.3	1999.5	838.0	1772.8	23925.9	4852.9	1999.6	344161.6	746.7	4580.1	0.0	0.0	5742.3	496.4	17067.6	64141.6	8540.8	4236.6	6169.7	1804.5	4858.8	2034.2	742.4	4530.7	0.0	0.0	0.0	64.5	0.0	0.0	0.0	0.0	0.0	0.0	925.1	465.6	916.8	688.1	1176.1	1700184.0	1338835.0	294696.565176	295297.013776	589993.578952	267455.5	268390.5	535846.0	68556.0	789708.578952	1536035.0	1174686.0	1802763.0	0.911977	0.967	37.0	35.0	72.0	1864284.398864	0.0
sub-0010051	4695.5	541.5	15819.2	68807.5	7854.6	3918.8	6382.7	1927.1	737.3	2842.0	20506.4	4314.8	1963.6	299589.7	683.7	4074.7	0.0	0.0	3958.1	568.2	16261.1	69427.7	7679.8	4060.8	6215.1	1857.4	4412.3	1923.2	628.2	4107.7	0.0	0.0	0.0	331.7	0.0	0.0	0.0	0.0	0.0	0.0	950.0	511.4	796.5	505.5	1169.6	1583990.0	1266001.0	288274.0655	286341.152227	574615.217727	242022.0	241207.0	483229.0	63800.0	780905.217727	1410844.0	1092855.0	1640928.0	0.942254	0.976125	36.0	38.0	74.0	1681064.043103	0.0
sub-0010005	5434.3	650.8	14044.0	55772.6	8010.1	4515.2	6584.8	1954.1	791.9	1602.8	19563.8	4343.8	1695.2	242487.1	751.6	3815.6	0.0	0.0	3898.0	555.1	14786.2	56419.1	7617.0	4698.3	6401.1	1907.0	4415.4	1678.5	705.8	4498.7	0.0	0.0	0.0	25.9	0.0	0.0	0.0	0.0	0.0	0.0	863.5	590.9	804.1	692.8	748.5	1396979.0	1133062.0	258440.157533	260001.291941	518441.449475	216142.5	218778.5	434921.0	65506.0	698560.449475	1254343.0	990426.0	1516760.0	0.874502	0.949484	51.0	47.0	98.0	1597457.188079	0.0
sub-4016887	6443.3	656.0	13427.4	70939.7	8309.4	5115.2	6091.0	1951.4	737.1	1831.5	18947.1	4115.7	1999.5	262478.8	721.0	3812.6	0.0	0.0	5832.4	610.2	13791.1	70866.6	8137.8	5244.1	5869.7	1815.9	4092.1	1841.4	778.1	3720.6	0.0	0.0	0.0	9.4	0.0	0.0	0.0	0.0	0.0	0.0	977.9	610.9	772.1	457.8	1228.1	1583612.0	1289772.0	328986.301582	329002.419076	657988.720659	216391.5	214945.5	431337.0	65391.0	868008.720659	1412416.0	1118576.0	1623474.0	0.930472	0.953894	34.0	22.0	56.0	1701944.154433	0.0
sub-7407032	17291.5	814.2	16157.9	62670.3	7558.9	4249.7	6519.1	2135.4	1230.2	4521.9	25215.0	4416.5	2078.2	309563.6	780.6	4925.5	0.0	0.0	16562.4	759.0	16020.7	61777.0	7820.4	4437.4	6716.1	2082.6	4444.7	2254.7	653.8	4964.6	0.0	0.0	0.0	3.6	0.0	0.0	0.0	0.0	0.0	0.0	1098.3	572.4	544.9	513.9	920.3	1692757.0	1332657.0	306512.845612	308475.9004	614988.746012	253651.5	257260.5	510912.0	68108.0	810181.746012	1534588.0	1174488.0	1825192.0	0.91115	0.982435	5.0	7.0	12.0	1857824.86889	0.0
sub-0010002	5041.4	525.7	12068.6	51944.4	6493.2	4446.1	5173.5	1727.0	615.3	1181.2	15153.7	3672.5	1727.8	226739.8	701.8	3376.3	0.0	0.0	4844.0	580.3	12510.9	49798.3	6076.8	4461.9	5317.1	1642.4	3743.7	1668.1	697.1	3410.7	0.0	0.0	0.0	11.2	0.0	0.0	0.0	0.0	0.0	0.0	770.8	480.3	668.9	479.0	911.8	1276750.0	1031236.0	238742.24641	235737.534902	474479.781312	199577.0	198148.0	397725.0	56410.0	635624.781312	1148401.0	902887.0	1358269.0	0.90458	0.962336	49.0	40.0	89.0	1411428.512144	0.0
sub-0023012	3890.1	471.5	14114.2	60544.8	7479.1	4663.0	5704.3	1741.8	579.3	2660.1	19393.3	4851.2	1901.5	269454.3	651.8	3903.0	0.0	0.0	3455.7	694.8	13916.3	58508.1	7396.3	4602.1	6192.0	1666.9	4760.1	1910.5	654.1	3900.8	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	727.3	270.6	626.1	379.8	950.0	1431412.0	1139467.0	274044.511422	279541.21356	553585.724983	193099.5	196141.5	389241.0	63528.0	739012.724983	1282429.0	990484.0	1464524.0	0.941074	0.962843	11.0	20.0	31.0	1521041.460735	0.0
sub-4075719	3905.5	800.9	12945.3	63076.3	8667.1	4655.3	6696.6	1801.6	924.3	1810.6	20400.1	4564.1	1942.7	283417.0	674.4	4537.8	0.0	0.0	4111.8	618.3	12942.9	60428.0	8361.5	4661.1	6393.8	1654.0	4958.3	2085.3	604.4	4355.8	0.0	0.0	0.0	5.9	0.0	0.0	0.0	0.0	0.0	0.0	727.5	421.2	797.3	724.8	707.0	1575280.0	1269787.0	305197.00464	302591.734881	607788.739521	232034.5	233921.5	465956.0	68125.0	801961.739521	1423919.0	1118426.0	1677001.0	0.929002	0.98899	21.0	21.0	42.0	1695669.476279	0.0
sub-8915162	5375.0	568.0	17640.7	71782.2	8188.5	4719.2	6553.8	1911.7	760.9	1647.3	18737.7	4459.6	1511.2	269397.6	681.0	3945.5	0.0	0.0	5727.9	531.2	16564.8	69275.2	7924.8	4502.6	6831.2	1733.7	4625.0	1659.5	688.6	3802.7	0.0	0.0	0.0	14.1	0.0	0.0	0.0	0.0	0.0	0.0	955.0	509.0	801.3	787.8	887.3	1539375.0	1248573.0	279110.727663	279635.915128	558746.64279	236764.5	241562.5	478327.0	65676.0	768189.64279	1362400.0	1071598.0	1714734.0	0.864438	0.962912	91.0	107.0	198.0	1780780.394299	0.0
sub-0010034	7793.3	531.9	17258.5	74619.6	8117.6	5245.2	6173.0	1968.5	997.3	2682.2	22235.8	4301.8	1630.5	267105.9	799.3	4580.8	0.0	0.0	6434.8	417.6	16608.8	70704.6	7943.8	5341.7	6280.4	1865.6	4243.3	1654.6	826.1	4359.4	0.0	0.0	0.0	6.9	0.0	0.0	0.0	0.0	0.0	0.0	927.0	593.9	760.7	511.5	1223.9	1546803.0	1257068.0	291875.712755	289260.799586	581136.512341	225320.0	225583.0	450903.0	67589.0	797501.512341	1364955.0	1075220.0	1613112.0	0.921577	0.961084	48.0	38.0	86.0	1678430.327753	0.0
sub-0010033	3530.3	362.4	14119.1	59849.2	7626.0	4328.3	5889.7	1710.6	778.9	2239.4	19959.1	4239.9	1534.2	272748.3	717.0	3884.2	0.0	0.0	4167.1	396.6	14490.0	61200.2	7164.0	4470.4	5923.0	1721.1	4146.4	1772.6	765.0	3774.5	0.0	0.0	0.0	6.1	0.0	0.0	0.0	0.0	0.0	0.0	939.1	443.8	712.9	642.4	673.4	1442638.0	1154368.0	276760.864898	274115.896167	550876.761065	208588.5	207902.5	416491.0	61797.0	737239.761065	1290529.0	1002259.0	1489980.0	0.927575	0.958014	33.0	32.0	65.0	1555279.539642	0.0
sub-2208591	5720.6	910.4	13588.6	55520.2	7833.1	4039.4	6622.2	1947.9	834.3	2530.9	17720.7	3933.8	1753.8	248073.3	681.7	3715.6	0.0	0.0	4623.7	1019.1	13666.8	52545.5	7571.8	3969.9	6351.1	1902.7	4142.5	1833.6	676.5	3791.6	0.0	0.0	0.0	20.2	0.0	0.0	0.0	0.0	0.0	0.0	787.9	684.9	958.6	813.3	863.5	1380902.0	1109198.0	244387.859305	243804.228109	488192.087414	222276.5	221136.5	443413.0	63243.0	662277.087414	1243909.0	972205.0	1433124.0	0.932448	0.96771	9.0	18.0	27.0	1480942.964439	0.0
sub-2756846	5384.4	386.7	13004.7	55446.2	7381.8	3820.6	5516.9	1688.2	660.9	2172.0	19644.7	4450.2	2027.3	311656.0	653.6	4120.7	0.0	0.0	4927.5	342.1	12242.2	57497.3	7057.4	3952.6	5415.8	1611.3	4504.5	1957.1	664.4	4222.2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	906.1	453.9	529.7	603.2	783.8	1439021.0	1111289.0	257782.03592	259523.476775	517305.512695	205736.5	204394.5	410131.0	60775.0	694103.512695	1298137.0	970405.0	1525083.0	0.947656	1.004331	9.0	10.0	19.0	1518505.738658	0.0
sub-9499804	7276.1	657.1	11940.1	61111.7	7237.5	3917.8	5897.2	1811.2	677.9	1987.7	18698.3	4261.1	1750.6	241350.6	611.3	3945.6	0.0	0.0	6956.7	574.4	11782.3	59829.8	7306.9	4025.9	5694.5	1702.3	4342.6	1834.4	607.5	4100.0	0.0	0.0	0.0	17.5	0.0	0.0	0.0	0.0	0.0	0.0	720.8	429.6	691.5	421.0	871.6	1418921.0	1149490.0	285086.448208	286038.518062	571124.96627	197095.0	197499.0	394594.0	60688.0	756026.96627	1271727.0	1002296.0	1434570.0	0.943612	0.954019	16.0	9.0	25.0	1503711.783926	0.0
sub-0010041	7486.5	843.1	17062.5	68741.1	7630.6	4872.3	6242.0	2078.1	807.3	2879.1	20149.1	4100.5	1592.4	242252.3	669.6	4088.9	0.0	0.0	6731.8	552.3	16716.7	68147.9	7452.9	5076.2	5971.5	1979.2	4246.5	1569.3	642.8	3994.5	0.0	0.0	0.0	8.4	0.0	0.0	0.0	0.0	0.0	0.0	808.9	500.5	780.1	750.0	929.1	1458878.0	1191331.0	275296.345171	276680.49185	551976.837021	217325.0	220617.0	437942.0	64383.0	756246.837021	1286036.0	1018489.0	1544880.0	0.908851	0.962429	73.0	52.0	125.0	1605189.2844	0.0
sub-0023005	5841.3	344.2	12084.5	53773.7	7259.1	4910.3	6002.9	1822.8	654.9	1709.7	16728.9	4001.5	1522.6	237460.0	620.3	3477.2	0.0	0.0	4427.8	323.6	12299.3	56326.2	6862.9	5044.4	5883.6	1817.8	4023.8	1570.6	657.3	3549.6	0.0	0.0	0.0	16.6	0.0	0.0	0.0	0.0	0.0	0.0	917.6	500.9	638.1	474.8	1039.9	1312052.0	1051706.0	250065.021385	252849.3889	502914.410284	183254.5	183160.5	366415.0	60711.0	676765.410284	1175271.0	914925.0	1351294.0	0.931702	0.959568	18.0	14.0	32.0	1408231.421599	0.0
sub-0010015	6961.9	781.2	13241.3	46799.9	7889.6	4899.2	6295.9	2132.3	835.8	1637.0	16727.1	4001.8	1662.0	252303.8	647.3	4061.7	0.0	0.0	4771.0	653.3	13692.6	48717.9	7598.9	5040.5	6108.4	2258.7	4428.6	1746.5	560.1	4003.6	0.0	0.0	0.0	4.3	0.0	0.0	0.0	0.0	0.0	0.0	1069.5	580.5	742.7	578.0	1047.4	1401445.0	1126820.0	265580.304384	261933.044913	527513.349297	219875.5	219767.5	439643.0	64612.0	689772.349297	1278220.0	1003595.0	1547550.0	0.848893	0.937393	113.0	107.0	220.0	1650908.508106	0.0
sub-2074737	3591.7	338.4	12686.5	60112.3	9061.2	4242.2	7172.6	1947.5	624.1	1728.9	20212.1	4642.0	1891.1	283642.0	829.3	4346.7	0.0	0.0	3270.5	432.7	12754.4	61436.7	8221.7	4453.7	6930.4	1962.0	4470.5	1888.9	782.2	4214.6	0.0	0.0	0.0	7.7	0.0	0.0	0.0	0.0	0.0	0.0	846.9	517.3	548.7	472.0	923.4	1586095.0	1289333.0	312737.807596	316915.256066	629653.063661	233102.5	234166.5	467269.0	69041.0	823405.063661	1436952.0	1140190.0	1704454.0	0.917178	0.985621	13.0	18.0	31.0	1729320.728513	0.0
sub-0027004	8418.6	969.3	13382.2	56869.2	8252.6	4025.3	6288.6	1645.3	821.2	1696.3	20710.5	4082.0	1959.3	282391.0	689.8	4260.4	0.0	0.0	7983.5	562.5	12951.3	54654.1	8124.1	4116.9	5839.8	1582.9	4005.2	1906.1	750.2	4207.3	0.0	0.0	0.0	100.3	0.0	0.0	0.0	0.0	0.0	0.0	727.2	424.1	735.0	433.6	973.0	1610638.0	1297999.0	331958.890742	330291.391011	662250.281753	229655.0	230980.0	460635.0	63865.0	840401.281753	1470887.0	1158248.0	1690561.0	0.911922	0.957173	9.0	7.0	16.0	1766201.866882	0.0
sub-0010024	8330.2	763.2	15225.2	67604.5	7704.5	5048.1	7771.4	2463.9	1293.4	2846.2	20762.5	4493.1	1706.0	297706.3	1010.3	4270.7	0.0	0.0	7314.6	541.3	14831.3	65408.6	7776.5	5249.0	7467.5	2140.9	4607.2	1569.1	1082.1	4323.7	0.0	0.0	0.0	23.9	0.0	0.0	0.0	0.0	0.0	0.0	959.9	561.8	824.4	452.7	1117.9	1640206.0	1315803.0	306234.396037	307322.22476	613556.620797	250943.5	248578.5	499522.0	70858.0	820206.620797	1475299.0	1150896.0	1699783.0	0.91207	0.945199	56.0	47.0	103.0	1798333.353851	0.0
sub-0010023	5040.3	580.7	15469.4	57986.5	7000.1	4341.2	6983.7	1942.8	912.2	2673.0	21709.6	4736.8	1799.2	289726.2	675.1	4324.7	0.0	0.0	5277.9	575.2	15362.7	58889.3	7000.5	4331.5	6875.3	1746.6	4948.1	1917.8	654.2	4174.5	0.0	0.0	0.0	196.3	0.0	0.0	0.0	0.0	0.0	0.0	283.0	352.6	328.8	417.8	616.4	1516487.0	1204881.0	272230.021319	276393.470233	548623.491552	230928.0	233115.0	464043.0	65470.0	734258.491552	1366674.0	1055068.0	1618471.0	0.908935	0.970061	54.0	44.0	98.0	1668422.279126	0.0
sub-0010040	4580.5	634.9	15318.6	62105.5	8061.0	4518.9	6995.5	2000.3	692.0	1834.4	21063.1	3938.5	1660.6	273803.7	846.6	3839.2	0.0	0.0	4349.5	653.9	14726.8	61647.7	7451.4	4654.9	6894.0	1870.7	3781.6	1853.3	840.0	4024.7	0.0	0.0	0.0	161.5	0.0	0.0	0.0	0.0	0.0	0.0	894.3	530.5	507.5	528.5	917.9	1471241.0	1180686.0	275033.256723	272016.81127	547050.067992	219827.5	219977.5	439805.0	65205.0	739655.067992	1315075.0	1024520.0	1534077.0	0.913598	0.952617	68.0	51.0	119.0	1610381.554664	0.0
sub-0010078	4562.7	948.1	17733.2	68091.6	8120.1	4561.5	6327.5	1809.4	793.1	2421.2	21144.6	3800.9	1542.1	259062.1	821.0	4081.1	0.0	0.0	4372.1	784.7	17867.4	67839.0	7934.5	4636.4	6186.2	1698.5	4279.7	1491.8	743.8	3983.2	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	845.9	532.0	707.9	440.9	1145.1	1507601.0	1227594.0	289858.674218	294083.866885	583942.541104	219595.0	222505.0	442100.0	64051.0	787428.541104	1333845.0	1053838.0	1619021.0	0.902962	0.969696	65.0	40.0	105.0	1669617.709752	0.0
sub-0010071	5164.4	562.4	13589.9	56911.8	6768.4	3965.9	5293.8	1703.4	816.4	1937.9	17270.5	3945.2	1694.8	236602.8	594.3	3554.4	0.0	0.0	5700.9	547.9	13992.1	58255.1	6541.6	3902.6	5223.5	1600.4	4182.2	1844.6	648.8	3461.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	927.1	554.9	739.2	569.3	1125.2	1327563.0	1072098.0	246931.317472	244793.542645	491724.860118	202055.0	198319.0	400374.0	56749.0	666985.860118	1182897.0	927432.0	1375848.0	0.926668	0.960372	34.0	23.0	57.0	1432619.606029	0.0
sub-0010085	5477.2	524.2	12053.9	46829.0	6684.9	3906.1	5524.4	1700.5	580.5	1506.7	16540.2	3691.0	1338.6	240236.6	572.3	3584.3	0.0	0.0	6205.2	554.7	12379.1	46494.5	6635.5	4011.6	5346.2	1591.5	3590.2	1308.5	601.1	3472.4	0.0	0.0	0.0	4.7	0.0	0.0	0.0	0.0	0.0	0.0	754.8	379.5	681.9	399.7	1114.8	1273607.0	1014419.0	251064.345979	249528.483512	500592.829492	181053.0	182847.0	363900.0	55742.0	652802.829492	1153596.0	894408.0	1325954.0	0.919574	0.95737	42.0	23.0	65.0	1384996.246914	0.0
sub-0010049	7179.7	662.8	11560.6	54297.5	6861.0	3848.5	5806.8	1607.5	765.4	2174.9	15742.7	4482.5	1704.5	258219.4	613.5	3284.4	0.0	0.0	6657.8	729.7	11978.9	52311.1	6694.0	4140.4	5666.1	1508.1	4610.2	1720.6	590.5	3383.6	0.0	0.0	0.0	8.2	0.0	0.0	0.0	0.0	0.0	0.0	941.1	468.4	798.8	440.9	1023.3	1429439.0	1148853.0	287199.128057	284316.272251	571515.400308	210578.5	206910.5	417489.0	58533.0	738960.400308	1297364.0	1016778.0	1457457.0	0.927306	0.945481	51.0	46.0	97.0	1541497.217699	0.0
sub-0010076	6247.4	413.1	11445.5	45510.2	6009.6	3380.5	4552.2	1539.6	603.7	1270.3	16494.8	4305.9	1533.7	263590.1	568.9	3220.2	0.0	0.0	5598.8	572.5	11318.6	44664.2	5748.6	3427.7	4928.8	1602.5	4386.4	1567.2	556.6	3248.1	0.0	0.0	0.0	3.8	0.0	0.0	0.0	0.0	0.0	0.0	669.7	405.4	530.5	461.7	825.3	1256208.0	972450.0	234316.087001	233765.026106	468081.113107	177791.5	178909.5	356701.0	52661.0	614301.113107	1140562.0	856804.0	1336355.0	0.935472	0.995156	55.0	39.0	94.0	1342860.033406	0.0
sub-0010022	6686.5	855.2	17528.5	59680.5	7887.8	5450.8	6582.3	1931.5	1100.9	1882.1	20882.1	4165.0	1403.5	314706.7	812.4	4182.7	0.0	0.0	6915.1	818.5	18411.0	63932.6	7714.9	5513.8	6662.1	1900.1	4092.6	1440.1	764.4	4263.3	0.0	0.0	0.0	24.4	0.0	0.0	0.0	0.0	0.0	0.0	683.7	415.7	429.7	453.3	1001.3	1588439.0	1250629.0	299480.42609	289913.573638	589393.999728	232041.5	228521.5	460563.0	66411.0	782170.999728	1427695.0	1089885.0	1749296.0	0.863569	0.95102	104.0	100.0	204.0	1839389.471995	0.0
sub-2996531	7336.9	819.5	18586.7	71724.2	8783.6	3877.2	6530.3	1951.5	850.4	2430.7	22227.3	4164.6	1869.7	307752.2	763.7	4308.2	0.0	0.0	4816.5	637.1	18273.5	71486.2	8171.0	4021.0	6295.5	1804.4	4573.1	1805.6	783.1	4153.9	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	749.0	442.2	436.6	394.4	811.6	1639072.0	1311050.0	294392.637782	300360.428863	594753.066645	245950.5	246019.5	491970.0	66089.0	807382.066645	1456916.0	1128894.0	1680682.0	0.919049	0.94238	60.0	66.0	126.0	1783444.244695	0.0
sub-0027005	7861.7	488.2	12760.8	54521.7	7022.4	3984.6	5476.9	1649.4	926.9	2780.0	18737.3	4709.4	2021.7	313735.3	704.1	3806.9	0.0	0.0	7190.0	461.2	12882.3	52268.9	6950.4	4083.7	5559.8	1646.8	4639.1	1981.2	737.4	3979.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	720.8	395.8	670.5	568.4	837.0	1386446.0	1048905.0	250901.76063	247967.635384	498869.396014	182767.0	181882.0	364649.0	60926.0	669313.396014	1251996.0	914455.0	1487388.0	0.920542	0.987563	11.0	9.0	20.0	1506119.589377	0.0
sub-0010013	4479.9	10.7	0.0	105.5	7528.2	4155.2	6084.2	1849.5	709.7	0.0	4821.2	594.3	1198.6	208379.8	696.8	2550.8	0.0	0.0	5003.7	561.9	0.0	4065.9	7458.4	4239.0	6053.8	1720.9	3842.8	1472.1	743.9	3779.9	0.0	0.0	0.0	49.4	0.0	0.0	0.0	0.0	0.0	0.0	1023.6	534.2	634.4	617.2	895.0	1128469.0	903479.0	210115.17805	289325.735692	499440.913741	159084.5	217245.5	376330.0	55812.0	559533.913741	1124188.0	899198.0	1266833.0	0.76626	0.860213	177.0	41.0	218.0	1472697.438304	0.0
sub-0015048	5745.1	370.1	11373.0	58248.5	7958.4	4970.2	5996.6	1871.1	656.0	1814.2	18458.0	4528.2	1695.9	254103.8	602.9	3887.3	0.0	0.0	3519.0	374.1	11363.3	57253.9	7697.7	5028.6	5948.3	1873.0	4492.2	1727.8	615.6	4102.6	0.0	0.0	0.0	3.7	0.0	0.0	0.0	0.0	0.0	0.0	683.4	392.5	499.0	503.5	727.7	1417967.0	1138789.0	288760.30515	284691.178516	573451.483666	195855.0	192918.0	388773.0	64690.0	756193.483666	1277736.0	998558.0	1462952.0	0.950465	0.980618	19.0	4.0	23.0	1491867.125718	0.0
sub-0016050	5170.5	467.1	17854.0	67361.9	8575.6	4467.0	6229.5	1799.8	755.5	1767.7	23234.8	4550.7	1652.2	291975.4	777.4	4245.3	0.0	0.0	9266.1	580.8	17261.4	70544.6	8118.1	4776.8	6053.7	1801.3	4366.6	1925.1	759.3	4315.9	0.0	0.0	0.0	385.6	0.0	0.0	0.0	0.0	0.0	0.0	1046.1	604.8	589.2	600.9	1201.4	1664506.0	1342360.0	308841.729208	310783.969272	619625.69848	250835.0	249966.0	500801.0	66547.0	827530.69848	1489078.0	1166932.0	1712349.0	0.943276	0.970388	17.0	10.0	27.0	1764602.150173	0.0
sub-1502229	2837.8	490.5	12897.8	54802.8	7860.0	5154.8	6878.1	1995.1	530.3	1964.5	17763.3	4160.3	1953.5	235119.2	766.9	3663.7	0.0	0.0	3756.4	881.6	13080.9	54628.0	7618.7	5004.0	6931.9	1976.6	3754.1	2023.0	849.6	3794.4	0.0	0.0	0.0	45.3	0.0	0.0	0.0	0.0	0.0	0.0	734.3	443.0	591.1	485.0	676.8	1460815.0	1203955.0	302535.560776	294595.246062	597130.806839	215792.5	215232.5	431025.0	65837.0	775141.806839	1323322.0	1066462.0	1511745.0	0.920721	0.952822	13.0	17.0	30.0	1586598.313299	0.0
sub-0015041	7511.4	500.7	15235.6	70250.8	7863.1	4981.2	6462.3	1926.8	693.2	2001.8	22887.2	4487.8	2058.1	258808.1	808.5	4199.9	0.0	0.0	13385.5	541.6	15558.4	70790.3	7725.3	5020.5	6709.3	1975.2	4092.1	2069.8	708.4	4327.0	0.0	0.0	0.0	329.3	0.0	0.0	0.0	0.0	0.0	0.0	1068.2	537.7	562.6	524.7	1047.7	1551554.0	1256359.0	281624.167479	283194.901787	564819.069266	233087.5	237010.5	470098.0	67458.0	775904.069266	1377968.0	1082773.0	1625628.0	0.911116	0.954614	20.0	6.0	26.0	1702915.688415	0.0
sub-0021046	4567.5	562.3	12604.7	56930.1	7935.3	3958.6	6526.1	1861.4	746.3	1081.4	16779.3	4538.1	1722.3	282913.0	713.7	3993.7	0.0	0.0	4933.3	459.3	12267.5	54972.2	7856.5	3986.1	6492.0	1767.2	4732.6	1810.0	671.2	3757.1	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	783.6	437.5	794.0	855.7	817.3	1492898.0	1192997.0	297296.932656	285271.94726	582568.879917	217932.0	213156.0	431088.0	64526.0	761661.879917	1353997.0	1054096.0	1576880.0	0.916352	0.967901	40.0	32.0	72.0	1629175.481348	0.0
sub-0021041	4144.0	607.1	13461.4	59080.4	6949.9	4153.2	5561.0	1659.0	691.4	1957.3	18762.5	3879.0	1651.6	240775.4	784.5	3967.4	0.0	0.0	4251.2	714.4	13037.3	58962.7	6801.0	4196.2	5467.5	1496.0	4062.4	1824.2	739.8	3892.1	0.0	0.0	0.0	8.8	0.0	0.0	0.0	0.0	0.0	0.0	785.0	421.6	689.1	686.2	768.8	1403998.0	1144376.0	274283.355315	274616.453882	548899.809197	208703.5	209236.5	417940.0	58873.0	728960.809197	1257459.0	997837.0	1469961.0	0.930147	0.973847	37.0	33.0	70.0	1509436.770806	0.0
sub-0010104	26353.8	660.7	17170.4	67088.7	7396.8	4625.0	6491.1	2102.4	1203.5	2944.5	22221.3	3747.1	1877.5	296832.9	675.1	3985.5	0.0	0.0	14544.5	483.7	16991.0	65914.6	7342.1	4737.9	6353.0	2020.7	4074.4	1970.5	664.7	3916.0	0.0	0.0	0.0	6.9	0.0	0.0	0.0	0.0	0.0	0.0	1163.6	505.3	686.1	501.4	1146.8	1701385.0	1354434.0	315761.376601	312594.728698	628356.105299	261315.5	260370.5	521686.0	64311.0	829238.105299	1532243.0	1185292.0	1776082.0	0.922619	0.963125	34.0	32.0	66.0	1844081.656525	0.0
sub-0015015	7868.7	334.8	8436.3	50593.9	5457.2	3453.2	4715.0	1336.8	515.3	1817.8	12262.6	3389.1	1478.1	199638.3	613.5	2822.2	0.0	0.0	5829.9	308.5	8420.5	48923.4	5475.7	3510.0	4611.2	1311.9	3321.5	1494.6	675.7	2721.7	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	584.8	312.5	500.6	291.4	747.6	1176185.0	948440.0	256411.485566	254117.772123	510529.257689	146636.0	144803.0	291439.0	47875.0	659781.257689	1058606.0	830861.0	1216309.0	0.944764	0.976993	15.0	16.0	31.0	1244951.263338	0.0
